year,vehicle_class,MPG(comb),cylinders,displ (L),drive,trany
2009,Large Cars,19,8.0,4.2,Rear-Wheel Drive,Automatic
2009,Standard Pickup Trucks,15,8.0,4.7,Rear-Wheel Drive,Automatic
2009,Standard Pickup Trucks,16,6.0,4.0,Rear-Wheel Drive,Automatic
2009,Standard Pickup Trucks,16,6.0,4.0,Rear-Wheel Drive,Automatic
2009,Standard Pickup Trucks,17,6.0,3.7,Rear-Wheel Drive,Automatic
2009,Standard Pickup Trucks,18,6.0,3.7,Rear-Wheel Drive,Manual
2009,Standard Pickup Trucks,16,8.0,4.8,Rear-Wheel Drive,Automatic
2009,Standard Pickup Trucks,17,6.0,4.3,Rear-Wheel Drive,Automatic
2009,Standard Pickup Trucks,17,8.0,4.6,Rear-Wheel Drive,Automatic
2009,Standard Pickup Trucks,16,8.0,4.6,Rear-Wheel Drive,Automatic
2009,Large Cars,18,8.0,4.2,Rear-Wheel Drive,Automatic
2009,Small Pickup Trucks,19,4.0,2.5,Rear-Wheel Drive,Automatic
2009,Standard Pickup Trucks,16,8.0,4.8,Rear-Wheel Drive,Automatic
2009,Small Pickup Trucks,23,4.0,2.3,Rear-Wheel Drive,Manual
2009,Small Pickup Trucks,18,6.0,4.0,Rear-Wheel Drive,Automatic
2009,Midsize-Large Station Wagons,15,8.0,6.2,Rear-Wheel Drive,Automatic
2009,Large Cars,22,6.0,3.5,Front-Wheel Drive,Automatic
2009,Small Pickup Trucks,17,8.0,5.3,Rear-Wheel Drive,Automatic
2009,Large Cars,18,8.0,4.2,Rear-Wheel Drive,Automatic
2009,Small Pickup Trucks,21,4.0,2.3,Rear-Wheel Drive,Automatic
2009,Large Cars,25,4.0,2.4,Front-Wheel Drive,Manual
2009,Large Cars,19,6.0,3.5,4-Wheel Drive,Automatic
2009,Small Station Wagons,24,4.0,2.0,4-Wheel Drive,Automatic
2009,Small Station Wagons,25,4.0,2.0,Front-Wheel Drive,Automatic
2009,Small Station Wagons,23,4.0,2.0,4-Wheel Drive,Manual
2009,Small Pickup Trucks,17,8.0,5.3,Rear-Wheel Drive,Automatic
2009,Small Pickup Trucks,21,4.0,2.3,Rear-Wheel Drive,Automatic
2009,Large Cars,21,6.0,3.5,Front-Wheel Drive,Automatic
2009,Small Pickup Trucks,17,6.0,4.0,Rear-Wheel Drive,Manual
2009,Midsize-Large Station Wagons,18,6.0,3.0,4-Wheel Drive,Manual
2009,Small Pickup Trucks,17,8.0,5.3,Rear-Wheel Drive,Automatic
2009,Midsize-Large Station Wagons,19,6.0,3.0,4-Wheel Drive,Automatic
2009,Small Pickup Trucks,17,8.0,5.3,Rear-Wheel Drive,Automatic
2009,Small Pickup Trucks,23,4.0,2.3,Rear-Wheel Drive,Manual
2009,Large Cars,19,8.0,4.2,Rear-Wheel Drive,Automatic
2009,Large Cars,19,8.0,4.2,Rear-Wheel Drive,Automatic
2009,Small Pickup Trucks,21,4.0,2.5,Rear-Wheel Drive,Manual
2010,Two Seaters,24,6.0,2.9,Rear-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.6,4-Wheel Drive,Manual
2010,Minicompact Cars,21,6.0,3.6,4-Wheel Drive,Automatic
2010,Two Seaters,22,6.0,2.9,Rear-Wheel Drive,Manual
2010,Midsize Cars,27,4.0,2.5,Front-Wheel Drive,Automatic
2010,Sport Utility Vehicle,17,6.0,3.7,4-Wheel Drive,Automatic
2010,Two Seaters,23,6.0,3.4,Rear-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.6,Rear-Wheel Drive,Manual
2010,Minicompact Cars,22,6.0,3.6,Rear-Wheel Drive,Automatic
2010,Midsize Cars,21,6.0,3.5,Front-Wheel Drive,Automatic
2010,Two Seaters,22,6.0,3.4,Rear-Wheel Drive,Manual
2010,Sport Utility Vehicle,15,8.0,5.7,4-Wheel Drive,Automatic
2010,Midsize Cars,21,6.0,3.6,Rear-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.6,4-Wheel Drive,Manual
2010,Minicompact Cars,21,6.0,3.6,4-Wheel Drive,Manual
2010,Sport Utility Vehicle,20,6.0,3.0,4-Wheel Drive,Automatic
2010,Minicompact Cars,22,6.0,3.8,Rear-Wheel Drive,Automatic
2010,Sport Utility Vehicle,18,6.0,3.5,4-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.6,Rear-Wheel Drive,Manual
2010,Sport Utility Vehicle,17,6.0,4.0,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,19,6.0,3.5,4-Wheel Drive,Automatic
2010,Minicompact Cars,22,6.0,3.6,Rear-Wheel Drive,Automatic
2010,Sport Utility Vehicle,16,8.0,4.6,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,15,6.0,4.0,4-Wheel Drive,Automatic
2010,Minicompact Cars,20,6.0,3.8,4-Wheel Drive,Manual
2010,Sport Utility Vehicle,18,6.0,3.5,4-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.8,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,18,6.0,3.5,4-Wheel Drive,Automatic
2010,Minicompact Cars,20,6.0,3.8,4-Wheel Drive,Manual
2010,Sport Utility Vehicle,20,6.0,3.0,4-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.8,4-Wheel Drive,Automatic
2010,Minicompact Cars,20,6.0,3.8,4-Wheel Drive,Manual
2010,Sport Utility Vehicle,18,6.0,3.5,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,18,6.0,3.8,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,14,8.0,5.6,4-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.8,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,15,8.0,5.7,4-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.6,4-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.6,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,21,4.0,2.0,4-Wheel Drive,Manual
2010,Sport Utility Vehicle,18,6.0,3.5,4-Wheel Drive,Automatic
2010,Midsize Cars,25,4.0,2.5,Front-Wheel Drive,Manual
2010,Sport Utility Vehicle,20,6.0,3.6,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,24,4.0,2.5,4-Wheel Drive,Automatic
2010,Compact Cars,30,4.0,1.6,Front-Wheel Drive,Manual
2010,Sport Utility Vehicle,18,6.0,3.6,4-Wheel Drive,Automatic
2010,Midsize Cars,13,10.0,5.0,Rear-Wheel Drive,Automatic
2010,Sport Utility Vehicle,21,4.0,2.4,4-Wheel Drive,Manual
2010,Midsize Cars,19,6.0,3.5,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,19,6.0,3.2,4-Wheel Drive,Automatic
2010,Compact Cars,28,4.0,1.6,Front-Wheel Drive,Automatic
2010,Midsize Cars,19,8.0,4.2,Rear-Wheel Drive,Automatic
2010,Midsize Cars,24,4.0,2.5,Front-Wheel Drive,Manual
2010,Sport Utility Vehicle,20,4.0,2.4,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,20,4.0,2.0,4-Wheel Drive,Automatic
2010,Midsize Cars,21,6.0,3.6,4-Wheel Drive,Automatic
2010,Midsize Cars,19,6.0,3.6,Rear-Wheel Drive,Manual
2010,Sport Utility Vehicle,18,6.0,3.2,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,18,6.0,3.0,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,18,6.0,3.2,4-Wheel Drive,Automatic
2010,Midsize Cars,21,6.0,3.6,Rear-Wheel Drive,Automatic
2010,Midsize Cars,21,6.0,3.6,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,17,6.0,3.2,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,22,4.0,2.5,4-Wheel Drive,Manual
2010,Midsize Cars,13,10.0,5.0,Rear-Wheel Drive,Manual
2010,Midsize Cars,27,4.0,2.5,Front-Wheel Drive,Automatic
2010,Sport Utility Vehicle,20,6.0,2.7,4-Wheel Drive,Automatic
2010,Two Seaters,23,6.0,3.4,Rear-Wheel Drive,Automatic
2010,Sport Utility Vehicle,18,6.0,3.5,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,15,8.0,4.4,4-Wheel Drive,Automatic
2010,Two Seaters,22,6.0,2.9,Rear-Wheel Drive,Manual
2010,Two Seaters,24,6.0,2.9,Rear-Wheel Drive,Automatic
2010,Two Seaters,10,16.0,8.0,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,19,6.0,3.5,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,17,6.0,3.7,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,16,8.0,4.6,4-Wheel Drive,Automatic
2010,Midsize Cars,20,6.0,3.0,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,15,6.0,4.0,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,22,4.0,2.4,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,17,6.0,3.8,4-Wheel Drive,Automatic
2010,Midsize Cars,25,4.0,2.5,Front-Wheel Drive,Automatic
2010,Sport Utility Vehicle,19,6.0,3.6,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,19,6.0,3.5,4-Wheel Drive,Automatic
2010,Midsize Cars,18,8.0,4.8,Rear-Wheel Drive,Manual
2010,Midsize Cars,25,4.0,2.5,Front-Wheel Drive,Automatic
2010,Midsize Cars,18,8.0,4.8,Rear-Wheel Drive,Automatic
2010,Sport Utility Vehicle,19,6.0,3.6,4-Wheel Drive,Automatic
2010,Two Seaters,22,6.0,3.4,Rear-Wheel Drive,Manual
2010,Midsize Cars,24,4.0,2.5,Front-Wheel Drive,Manual
2010,Large Cars,21,6.0,2.7,Rear-Wheel Drive,Automatic
2010,Minicompact Cars,22,6.0,3.8,Rear-Wheel Drive,Automatic
2010,Midsize Cars,20,6.0,3.0,Rear-Wheel Drive,Automatic
2010,Midsize Cars,25,4.0,2.5,Front-Wheel Drive,Manual
2010,Two Seaters,14,12.0,6.0,4-Wheel Drive,Automatic
2010,Two Seaters,11,12.0,6.5,4-Wheel Drive,Automatic
2010,Two Seaters,16,6.0,3.8,Rear-Wheel Drive,Manual
2010,Two Seaters,16,6.0,3.8,Rear-Wheel Drive,Manual
2010,Midsize Cars,20,6.0,3.0,Rear-Wheel Drive,Manual
2010,Subcompact Cars,20,6.0,3.5,Rear-Wheel Drive,Automatic
2010,Compact Cars,20,6.0,3.5,4-Wheel Drive,Automatic
2010,Compact Cars,20,6.0,3.5,Rear-Wheel Drive,Automatic
2010,Compact Cars,14,12.0,5.5,Rear-Wheel Drive,Automatic
2010,Compact Cars,14,8.0,6.3,Rear-Wheel Drive,Automatic
2010,Compact Cars,13,12.0,6.0,Rear-Wheel Drive,Automatic
2010,Midsize Cars,19,6.0,3.0,4-Wheel Drive,Automatic
2010,Compact Cars,21,6.0,3.5,Rear-Wheel Drive,Automatic
2010,Midsize Cars,19,6.0,3.0,4-Wheel Drive,Manual
2010,Sport Utility Vehicle,16,6.0,3.6,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,15,8.0,5.5,4-Wheel Drive,Automatic
2010,Standard Pickup Trucks,16,5.0,3.7,4-Wheel Drive,Automatic
2010,Standard Pickup Trucks,15,5.0,3.7,4-Wheel Drive,Manual
2010,Minivan,19,6.0,3.8,Front-Wheel Drive,Automatic
2010,Minivan,19,6.0,3.8,Front-Wheel Drive,Automatic
2010,Sport Utility Vehicle,21,4.0,2.3,Front-Wheel Drive,Automatic
2010,Sport Utility Vehicle,18,6.0,3.5,Rear-Wheel Drive,Automatic
2010,Sport Utility Vehicle,19,4.0,2.3,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,20,6.0,3.2,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,16,6.0,3.6,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,16,5.0,3.7,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,15,5.0,3.7,4-Wheel Drive,Manual
2010,Sport Utility Vehicle,16,6.0,3.7,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,14,8.0,4.7,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,14,8.0,5.5,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,17,6.0,3.5,4-Wheel Drive,Automatic
2010,Midsize Cars,21,6.0,3.5,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,18,5.0,3.7,4-Wheel Drive,Automatic
2010,Large Cars,14,8.0,4.7,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,17,8.0,5.3,Rear-Wheel Drive,Automatic
2010,Sport Utility Vehicle,12,8.0,6.3,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,22,4.0,2.5,4-Wheel Drive,Automatic
2010,Two Seaters,21,6.0,3.5,Rear-Wheel Drive,Automatic
2010,Two Seaters,20,6.0,3.5,Rear-Wheel Drive,Manual
2010,Two Seaters,20,6.0,3.5,Rear-Wheel Drive,Automatic
2010,Two Seaters,17,8.0,5.5,Rear-Wheel Drive,Automatic
2010,Sport Utility Vehicle,18,6.0,3.5,4-Wheel Drive,Automatic
2010,Minicompact Cars,19,8.0,4.3,Rear-Wheel Drive,Automatic
2010,Subcompact Cars,23,4.0,2.0,Front-Wheel Drive,Manual
2010,Subcompact Cars,22,4.0,2.0,Front-Wheel Drive,Automatic
2010,Subcompact Cars,15,8.0,4.2,Rear-Wheel Drive,Automatic
2010,Subcompact Cars,15,8.0,4.7,Rear-Wheel Drive,Automatic
2010,Subcompact Cars,22,6.0,2.5,4-Wheel Drive,Automatic
2010,Subcompact Cars,18,8.0,5.0,Rear-Wheel Drive,Automatic
2010,Minicompact Cars,23,5.0,2.5,Front-Wheel Drive,Automatic
2010,Sport Utility Vehicle,23,4.0,2.5,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,22,4.0,2.5,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,14,8.0,4.4,4-Wheel Drive,Automatic
2010,Small Pickup Trucks,17,8.0,5.3,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,17,8.0,5.3,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,17,8.0,5.3,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,16,8.0,5.3,4-Wheel Drive,Automatic
2010,Small Pickup Trucks,16,8.0,5.3,4-Wheel Drive,Automatic
2010,Small Pickup Trucks,16,8.0,5.3,4-Wheel Drive,Automatic
2010,Small Pickup Trucks,18,5.0,3.7,4-Wheel Drive,Automatic
2010,Small Pickup Trucks,16,8.0,5.3,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,23,4.0,2.5,Front-Wheel Drive,Automatic
2010,Sport Utility Vehicle,24,4.0,2.5,Front-Wheel Drive,Manual
2010,Sport Utility Vehicle,16,6.0,3.7,Rear-Wheel Drive,Automatic
2010,Sport Utility Vehicle,23,4.0,2.5,Front-Wheel Drive,Automatic
2010,Sport Utility Vehicle,24,4.0,2.5,Front-Wheel Drive,Manual
2010,Sport Utility Vehicle,23,4.0,2.5,Front-Wheel Drive,Automatic
2010,Sport Utility Vehicle,14,8.0,4.4,4-Wheel Drive,Automatic
2010,Large Cars,18,8.0,5.5,Rear-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.8,Rear-Wheel Drive,Manual
2010,Small Pickup Trucks,19,5.0,3.7,4-Wheel Drive,Automatic
2010,Small Pickup Trucks,20,4.0,2.9,4-Wheel Drive,Automatic
2010,Compact Cars,16,8.0,5.5,Rear-Wheel Drive,Automatic
2010,Compact Cars,25,4.0,2.4,Front-Wheel Drive,Automatic
2010,Compact Cars,26,4.0,2.4,Front-Wheel Drive,Automatic
2010,Compact Cars,22,6.0,3.5,Front-Wheel Drive,Automatic
2010,Compact Cars,20,6.0,3.6,Front-Wheel Drive,Automatic
2010,Compact Cars,18,6.0,3.6,Front-Wheel Drive,Automatic
2010,Compact Cars,17,8.0,5.5,4-Wheel Drive,Automatic
2010,Compact Cars,21,6.0,3.6,Front-Wheel Drive,Automatic
2010,Compact Cars,27,4.0,2.0,Front-Wheel Drive,Automatic
2010,Compact Cars,27,4.0,2.0,Front-Wheel Drive,Automatic
2010,Compact Cars,24,5.0,2.4,Front-Wheel Drive,Manual
2010,Compact Cars,24,5.0,2.4,Front-Wheel Drive,Automatic
2010,Compact Cars,22,5.0,2.5,4-Wheel Drive,Manual
2010,Compact Cars,24,5.0,2.5,Front-Wheel Drive,Manual
2010,Compact Cars,20,6.0,3.6,4-Wheel Drive,Automatic
2010,Compact Cars,21,6.0,3.0,Rear-Wheel Drive,Manual
2010,Compact Cars,30,4.0,1.6,Front-Wheel Drive,Manual
2010,Compact Cars,30,4.0,1.6,Front-Wheel Drive,Automatic
2010,Minicompact Cars,21,6.0,3.8,Rear-Wheel Drive,Manual
2010,Subcompact Cars,21,6.0,3.2,4-Wheel Drive,Automatic
2010,Subcompact Cars,18,8.0,5.5,Rear-Wheel Drive,Automatic
2010,Subcompact Cars,28,4.0,1.6,Front-Wheel Drive,Automatic
2010,Subcompact Cars,30,4.0,1.6,Front-Wheel Drive,Manual
2010,Subcompact Cars,26,4.0,1.6,Front-Wheel Drive,Automatic
2010,Subcompact Cars,30,4.0,1.6,Front-Wheel Drive,Manual
2010,Subcompact Cars,29,4.0,1.8,Front-Wheel Drive,Automatic
2010,Subcompact Cars,29,4.0,1.8,Front-Wheel Drive,Manual
2010,Subcompact Cars,25,4.0,2.0,Front-Wheel Drive,Automatic
2010,Subcompact Cars,23,5.0,2.5,Front-Wheel Drive,Manual
2010,Subcompact Cars,23,5.0,2.5,Front-Wheel Drive,Automatic
2010,Compact Cars,20,6.0,3.5,Rear-Wheel Drive,Automatic
2010,Compact Cars,28,4.0,2.0,Front-Wheel Drive,Automatic
2010,Compact Cars,28,4.0,2.0,Front-Wheel Drive,Manual
2010,Compact Cars,24,5.0,2.4,Front-Wheel Drive,Manual
2010,Small Pickup Trucks,20,4.0,2.9,4-Wheel Drive,Manual
2010,Midsize Cars,20,6.0,3.0,Front-Wheel Drive,Automatic
2010,Midsize Cars,18,8.0,5.5,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,21,4.0,2.9,Rear-Wheel Drive,Manual
2010,Small Pickup Trucks,19,5.0,3.7,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,21,4.0,2.9,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,21,4.0,2.9,Rear-Wheel Drive,Manual
2010,Small Pickup Trucks,19,5.0,3.7,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,17,5.0,3.7,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,21,4.0,2.9,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,21,4.0,2.9,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,19,5.0,3.7,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,20,4.0,2.9,4-Wheel Drive,Automatic
2010,Small Pickup Trucks,20,4.0,2.9,4-Wheel Drive,Manual
2010,Small Pickup Trucks,19,5.0,3.7,4-Wheel Drive,Automatic
2010,Small Pickup Trucks,18,5.0,3.7,4-Wheel Drive,Automatic
2010,Small Pickup Trucks,18,5.0,3.7,4-Wheel Drive,Automatic
2010,Small Pickup Trucks,21,4.0,2.9,Rear-Wheel Drive,Manual
2010,Small Pickup Trucks,17,5.0,3.7,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,19,5.0,3.7,Rear-Wheel Drive,Automatic
2010,Small Pickup Trucks,21,4.0,2.9,Rear-Wheel Drive,Manual
2010,Midsize Cars,18,8.0,5.5,4-Wheel Drive,Automatic
2010,Large Cars,19,6.0,3.5,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,19,6.0,3.0,4-Wheel Drive,Automatic
2010,Large Cars,20,6.0,3.5,Rear-Wheel Drive,Automatic
2010,Large Cars,21,6.0,2.7,Rear-Wheel Drive,Automatic
2010,Large Cars,20,6.0,3.5,Rear-Wheel Drive,Automatic
2010,Large Cars,19,6.0,3.5,4-Wheel Drive,Automatic
2010,Large Cars,17,8.0,5.5,4-Wheel Drive,Automatic
2010,Large Cars,13,12.0,5.5,Rear-Wheel Drive,Automatic
2010,Large Cars,14,8.0,6.3,Rear-Wheel Drive,Automatic
2010,Large Cars,13,12.0,6.0,Rear-Wheel Drive,Automatic
2010,Small Station Wagons,22,5.0,2.5,4-Wheel Drive,Manual
2010,Small Station Wagons,24,5.0,2.5,Front-Wheel Drive,Manual
2010,Small Station Wagons,24,5.0,2.5,Front-Wheel Drive,Automatic
2010,Small Pickup Trucks,21,4.0,2.9,Rear-Wheel Drive,Automatic
2010,Midsize Cars,19,6.0,3.5,4-Wheel Drive,Automatic
2010,Sport Utility Vehicle,18,6.0,3.2,Front-Wheel Drive,Automatic
2010,Compact Cars,25,4.0,2.4,Front-Wheel Drive,Automatic
2010,Sport Utility Vehicle,21,4.0,2.0,Front-Wheel Drive,Manual
2010,Midsize Cars,20,6.0,3.6,Front-Wheel Drive,Automatic
2010,Minicompact Cars,15,8.0,4.3,Rear-Wheel Drive,Automatic
2010,Minicompact Cars,19,6.0,3.8,Front-Wheel Drive,Automatic
2010,Midsize Cars,26,4.0,2.4,Front-Wheel Drive,Automatic
2010,Midsize Cars,22,6.0,3.5,Front-Wheel Drive,Automatic
2010,Midsize Cars,17,8.0,4.6,4-Wheel Drive,Automatic
2010,Midsize Cars,18,8.0,4.6,Rear-Wheel Drive,Automatic
2010,Midsize Cars,14,8.0,6.2,Rear-Wheel Drive,Automatic
2010,Midsize Cars,16,8.0,6.2,Rear-Wheel Drive,Manual
2010,Midsize Cars,12,12.0,6.0,4-Wheel Drive,Automatic
2010,Midsize Cars,16,10.0,5.2,4-Wheel Drive,Automatic
2010,Midsize Cars,21,6.0,3.0,4-Wheel Drive,Automatic
2010,Midsize Cars,25,4.0,2.4,Front-Wheel Drive,Automatic
2010,Minicompact Cars,22,4.0,2.4,Front-Wheel Drive,Automatic
2010,Subcompact Cars,26,4.0,2.0,Front-Wheel Drive,Automatic
2010,Compact Cars,24,5.0,2.4,Front-Wheel Drive,Automatic
2010,Compact Cars,24,5.0,2.5,Front-Wheel Drive,Automatic
2010,Compact Cars,22,5.0,2.5,4-Wheel Drive,Automatic
2010,Compact Cars,24,5.0,2.5,Front-Wheel Drive,Automatic
2010,Subcompact Cars,23,4.0,2.0,4-Wheel Drive,Automatic
2010,Compact Cars,24,5.0,2.5,Front-Wheel Drive,Manual
2010,Compact Cars,25,4.0,2.0,Front-Wheel Drive,Manual
2010,Compact Cars,25,4.0,2.0,Front-Wheel Drive,Automatic
2010,Subcompact Cars,25,4.0,2.0,4-Wheel Drive,Manual
2010,Subcompact Cars,23,4.0,2.0,4-Wheel Drive,Automatic
2010,Compact Cars,25,5.0,2.5,Front-Wheel Drive,Automatic
2010,Midsize Cars,18,6.0,3.7,4-Wheel Drive,Automatic
2010,Subcompact Cars,20,6.0,3.0,4-Wheel Drive,Automatic
2010,Midsize Cars,25,4.0,2.4,Front-Wheel Drive,Manual
2010,Midsize Cars,25,4.0,2.4,Front-Wheel Drive,Automatic
2010,Two Seaters,10,12.0,6.5,4-Wheel Drive,Manual
2010,Large Cars,14,8.0,4.6,Front-Wheel Drive,Automatic
2010,Two Seaters,11,12.0,6.5,4-Wheel Drive,Automatic
2010,Large Cars,14,8.0,4.6,Front-Wheel Drive,Automatic
2010,Large Cars,18,8.0,4.6,Front-Wheel Drive,Automatic
2010,Large Cars,18,8.0,4.6,Front-Wheel Drive,Automatic
2010,Two Seaters,24,4.0,2.0,Rear-Wheel Drive,Manual
2010,Large Cars,20,6.0,3.9,Front-Wheel Drive,Automatic
2010,Large Cars,18,8.0,4.6,Front-Wheel Drive,Automatic
2010,Midsize Cars,21,6.0,3.2,Front-Wheel Drive,Automatic
2010,Midsize Cars,19,6.0,3.0,4-Wheel Drive,Automatic
2010,Midsize Cars,18,8.0,4.4,4-Wheel Drive,Automatic
2010,Midsize Cars,23,6.0,2.7,Front-Wheel Drive,Automatic
2010,Compact Cars,23,4.0,2.4,Front-Wheel Drive,Automatic
2010,Midsize Cars,26,4.0,2.5,4-Wheel Drive,Automatic
2010,Midsize Cars,21,4.0,2.5,4-Wheel Drive,Manual
2010,Midsize Cars,20,6.0,3.6,4-Wheel Drive,Automatic
2010,Midsize Cars,22,4.0,2.5,4-Wheel Drive,Manual
2010,Midsize Cars,20,6.0,3.6,Front-Wheel Drive,Automatic
2010,Midsize Cars,26,4.0,2.4,Front-Wheel Drive,Automatic
2010,Midsize Cars,14,12.0,6.7,Rear-Wheel Drive,Automatic
2010,Midsize Cars,24,4.0,2.5,Front-Wheel Drive,Automatic
2010,Two Seaters,24,4.0,2.0,Rear-Wheel Drive,Manual
2010,Midsize Cars,20,6.0,3.7,Front-Wheel Drive,Automatic
2010,Midsize Cars,23,4.0,2.5,Front-Wheel Drive,Manual
2010,Two Seaters,23,4.0,2.0,Rear-Wheel Drive,Automatic
2010,Midsize Cars,25,4.0,2.0,Front-Wheel Drive,Automatic
2010,Subcompact Cars,24,4.0,2.0,4-Wheel Drive,Automatic
2010,Subcompact Cars,12,12.0,6.0,4-Wheel Drive,Automatic
2010,Compact Cars,25,5.0,2.5,Front-Wheel Drive,Manual
2010,Compact Cars,21,6.0,3.0,4-Wheel Drive,Manual
2010,Compact Cars,13,12.0,6.0,4-Wheel Drive,Automatic
2010,Compact Cars,26,4.0,2.0,Front-Wheel Drive,Automatic
2010,Compact Cars,28,4.0,1.6,Front-Wheel Drive,Automatic
2010,Compact Cars,30,4.0,1.6,Front-Wheel Drive,Manual
2010,Compact Cars,27,4.0,2.2,Front-Wheel Drive,Automatic
2010,Compact Cars,29,4.0,2.2,Front-Wheel Drive,Manual
2010,Compact Cars,26,4.0,2.0,Front-Wheel Drive,Manual
2010,Compact Cars,30,4.0,2.2,Front-Wheel Drive,Manual
2010,Compact Cars,19,8.0,5.7,Rear-Wheel Drive,Automatic
2010,Compact Cars,16,8.0,6.1,Rear-Wheel Drive,Manual
2010,Compact Cars,18,8.0,5.7,Rear-Wheel Drive,Manual
2010,Compact Cars,21,6.0,3.0,4-Wheel Drive,Automatic
2010,Compact Cars,28,4.0,2.0,Front-Wheel Drive,Automatic
2010,Compact Cars,26,4.0,2.0,Front-Wheel Drive,Manual
2010,Compact Cars,23,4.0,2.4,Front-Wheel Drive,Manual
2010,Compact Cars,22,4.0,2.5,4-Wheel Drive,Automatic
2010,Compact Cars,25,4.0,2.0,Front-Wheel Drive,Manual
2010,Compact Cars,21,4.0,2.5,4-Wheel Drive,Manual
2010,Compact Cars,22,4.0,2.5,4-Wheel Drive,Manual
2010,Compact Cars,21,4.0,2.5,4-Wheel Drive,Automatic
2010,Compact Cars,14,12.0,6.7,Rear-Wheel Drive,Automatic
2010,Compact Cars,14,12.0,6.7,Rear-Wheel Drive,Automatic
2010,Compact Cars,18,4.0,2.0,4-Wheel Drive,Manual
2010,Compact Cars,19,4.0,2.0,4-Wheel Drive,Automatic
2010,Compact Cars,26,4.0,2.0,Front-Wheel Drive,Automatic
2010,Compact Cars,20,4.0,2.0,4-Wheel Drive,Automatic
2010,Compact Cars,23,4.0,2.0,4-Wheel Drive,Automatic
2010,Compact Cars,25,4.0,2.0,4-Wheel Drive,Manual
2010,Compact Cars,26,4.0,2.0,Front-Wheel Drive,Automatic
2010,Subcompact Cars,28,4.0,1.6,Front-Wheel Drive,Automatic
2010,Subcompact Cars,30,4.0,1.6,Front-Wheel Drive,Manual
2010,Subcompact Cars,27,4.0,2.2,Front-Wheel Drive,Automatic
2010,Subcompact Cars,29,4.0,2.2,Front-Wheel Drive,Manual
